Price,Location,Spare,Length,Width,Direction,Amenities
3.33 tỷ,"37, Thị trấn Bích Động, Huyện Việt Yên, Bắc Giang",90 m²,18 m,5 m,Đ.Nam,1
700 triệu,"Đường 20, Xã Lộc Ngãi, Huyện Bảo Lâm, Lâm Đồng",240 m²,42 m,6 m,--,0
16.95 tỷ,"Đường Liên Cơ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, TP Hà Nội",129 m²,24 m,5.5 m,--,0
16.95 tỷ,"Đường Hoàng Công Chất Phú Diễn, Bắc Từ Liêm, Hà Nội",129 m²,24 m,5.5 m,--,0
16.95 tỷ,"Đường Phú Diễn Phú Diễn, Bắc Từ Liêm, Hà Nội",130 m²,23 m,5.5 m,--,0
8.5 tỷ,"Đường Lệ Mật Việt Hưng, Long Biên, Hà Nội",60 m²,9.7 m,6.2 m,--,0
3 tỷ,"Đường Lê Công Hạnh Vĩnh Hòa, Nha Trang, Khánh Hòa",82 m²,18 m,4.5 m,--,0
3 tỷ,"Đường Lê Công Hạnh Vĩnh Hòa, TP.Nha Trang, Khánh Hòa",82 m²,18 m,4.5 m,--,0
699 triệu,"Đường 2 Khánh Hiệp, Khánh Vĩnh, Khánh Hòa",775 m²,75 m,10 m,--,0
699 triệu,"Đường 2 Khánh Hiệp, Khánh Vĩnh, Khánh Hòa",775 m²,75 m,10 m,--,0
550 triệu,"Đường 217 Phú Thọ, Thủ Dầu Một, Bình Dương",220 m²,22 m,10 m,--,0
2.4 tỷ,"Đường Thanh Niên Ngọc Xuyên, Đồ Sơn, Hải Phòng",100 m²,20 m,5 m,--,0
1.65 tỷ,"Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TP. Hồ Chí Minh",75 m²,15 m,5 m,--,0
1.25 tỷ,"Đường D400, Phường Tân Phú, TP. Thủ Đức, TP. Hồ Chí Minh",100 m²,20 m,5 m,--,0
2.31 tỷ,"Đường N4 Long Đức, Long Thành, Đồng Nai",210 m²,21 m,10 m,--,0
3.5 tỷ,"Đường Trục, Phường 13, Quận Bình Thạnh, TP. Hồ Chí Minh",60 m²,15 m,4 m,--,1
1.8 tỷ,"Quốc Lộ 1K, Phường Linh Xuân, TP. Thủ Đức, TP. Hồ Chí Minh",73 m²,15 m,5 m,--,0
3.5 tỷ,"Tô Hiệu, Phường Mũi Né, TP. Phan Thiết, Bình Thuận",109 m²,--,--,--,0
700 triệu,"Đường 20 Lộc Ngãi, Bảo Lâm, Lâm Đồng",240 m²,42 m,6 m,--,0
2.6 tỷ,"Đường Trường Chinh Xuân Hòa, Phúc Yên, Vĩnh Phúc",75 m²,15 m,5 m,--,0
1 tỷ,"Đường 6 Tân Lập, Mộc Châu, Sơn La",550 m²,--,--,--,0
800 triệu,"Xã Mỹ Thái, Huyện Lạng Giang, Bắc Giang",106.50 m²,20 m,5 m,Đ.Nam,1
1 tỷ,"Đường 6 Tân Lập, Mộc Châu, Sơn La",550 m²,--,--,--,0
4.6 tỷ,"Xã Hoà Long, TP. Bà Rịa, Bà Rịa - Vũng Tàu",242 m²,27.5 m,8.5 m,Đ.Nam,1
630 triệu,"Đường Quốc lộ 27C Khánh Thượng, Khánh Vĩnh, Khánh Hòa",730 m²,100 m,7 m,--,0
540 triệu,"Xã Ninh Thượng, Thị xã Ninh Hòa, Khánh Hòa",141 m²,5.5 m,26 m,Bắc,0
21 tỷ,"Đường Đại Lộ Bình Dương, Phường Phú Lợi, TP. Thủ Dầu Một, Bình Dương",140 m²,28 m,5 m,Tây,1
1 tỷ,"Đường ĐT 158 Y Tý, Bát Xát, Lào Cai",396 m²,--,--,--,0
380 triệu,"Đường Quốc lộ 27C Khánh Bình, Khánh Vĩnh, Khánh Hòa",490 m²,46 m,11 m,--,0
2.31 tỷ,"Đường Long Đức - Lộc An Long Đức, Long Thành, Đồng Nai",210 m²,21 m,10 m,--,0
1 tỷ,"Đường ĐT 158 Y Tý, Bát Xát, Lào Cai",396 m²,--,--,--,0
1.47 tỷ,"Thị trấn Thủ Thừa, Huyện Thủ Thừa, Long An",90 m²,20 m,4.5 m,--,1
10.5 tỷ,"Xã Thạnh Lợi, Huyện Bến Lức, Long An","4,900 m²",--,--,Nam,1
899 triệu,"Đường Lộc Tân, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Đông,1
670 triệu,"Đường Quốc lộ 28 Đinh Trang Thượng, Di Linh, Lâm Đồng","3,295 m²",--,--,--,0
1.69 tỷ,"Hiệp Thành 27, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh",75 m²,--,--,--,1
3.7 tỷ,"Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức, TP. Hồ Chí Minh",80 m²,16 m,5.49 m,--,1
1.79 tỷ,"Hiệp Thành 27, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh",70 m²,--,--,--,1
6 tỷ,"Đường Thạch Bàn Thạch Bàn, Long Biên, Hà Nội",85 m²,20.3 m,4.5 m,--,0
6.1 tỷ,"Đường Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hòa, Đồng Nai",75 m²,--,4.99 m,--,0
3 tỷ,"Đường 4D Tả Phìn, SaPa, Lào Cai","1,310 m²",--,--,--,0
3 tỷ,"Đường 4D Tả Phìn, SaPa, Lào Cai","1,310 m²",--,--,--,0
14 tỷ,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, TP. Hà Nội",231 m²,--,--,--,0
5 tỷ,"Đường Xuân Đỉnh Cổ Nhuế, Bắc Từ Liêm, Hà Nội",50 m²,12 m,4.2 m,--,0
1.3 tỷ,"Đường Ấp 4 Phước Bình, Long Thành, Đồng Nai",100 m²,20 m,5 m,--,0
5.3 tỷ,"Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, TP. Đà Nẵng",125 m²,25 m,5 m,--,0
900 triệu,"Xã Liên Mạc, Huyện Mê Linh, TP. Hà Nội",132 m²,22 m,6 m,--,1
150 triệu,"Quốc lộ 20, Xã Lộc An, Huyện Bảo Lâm, Lâm Đồng",300 m²,30 m,10 m,--,1
900 triệu,"Đường Quốc lộ 37, xã Khám Lạng, Huyện Lục Nam, Bắc Giang",79 m²,10 m,7.9 m,--,0
111.11 triệu,"Đường 55, Xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng",240 m²,--,--,--,0
3 tỷ,"Đường Hồ Chí Minh, Thị trấn Xuân Mai, Huyện Chương Mỹ, TP Hà Nội","10,000 m²",100 m,100 m,--,0
3.7 tỷ,"Đường Võ Văn Vân, Phường Tân Tạo, Quận Bình Tân, TPHCM",69 m²,17.5 m,4 m,--,0
1.3 tỷ,"Xã Tân Xã, Huyện Thạch Thất, TP. Hà Nội",75 m²,11.6 m,5.3 m,T.Bắc,1
1.55 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,--,--,--,1
3 tỷ,"Đường Tô Ngọc Vân, phường Thạnh Xuân, Quận 12, TP. HCM",54 m²,13 m,4.2 m,--,0
870 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,1
14.6 tỷ,"Huỳnh Thúc Kháng, Phường Mũi Né, TP. Phan Thiết, Bình Thuận",292 m²,--,--,--,0
2.4 tỷ,"Đường Thanh Niên, Phường Ngọc Xuyên, Quận Đồ Sơn, TP Hải Phòng",100 m²,20 m,5 m,--,0
2.4 tỷ,"Đường Thanh Niên, Phường Ngọc Xuyên, Quận Đồ Sơn, TP Hải Phòng",100 m²,20 m,5 m,--,0
1.2 tỷ,"Xã Xuân Thọ, TP. Đà Lạt, Lâm Đồng",248 m²,--,--,Bắc,1
53 tỷ,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",709 m²,35 m,17.5 m,--,0
3 tỷ,"Đường 34, Xã Yên Định, Huyện Bắc Mê, Tỉnh Hà Giang","260,000 m²",1000 m,260 m,--,0
565 triệu,"Đường Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An",103 m²,18.7 m,5.5 m,--,1
1.8 tỷ,"Đường Quốc Lộ 5B Phú Điền, Nam Sách, Hải Dương",125 m²,12.5 m,10 m,--,0
580 triệu,"Đường Quốc Lộ 50, Thị trấn Cần Đước, Huyện Cần Đước, Long An",110.60 m²,22.12 m,5 m,--,1
550 triệu,"Đường Quốc Lộ 50, Thị trấn Cần Đước, Huyện Cần Đước, Long An",100 m²,20 m,5 m,--,1
468 triệu,"Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",103 m²,18.7 m,5.5 m,--,1
1.8 tỷ,"Đường 12 Vĩnh Hòa, Nha Trang, Khánh Hòa",95 m²,19 m,5 m,--,0
11 tỷ,"Đường 2 Diên Thạnh, Diên Khánh, Khánh Hòa",323 m²,19 m,17 m,--,0
3.65 tỷ,"Đường Thân Nhân Trung Trảng Dài, Biên Hòa, Đồng Nai",125 m²,25 m,5 m,--,0
1.55 tỷ,"Đường Đại lộ Thăng Long Vân Côn, Hoài Đức, Hà Nội",55 m²,11 m,5 m,--,0
3.65 tỷ,"Đường Tây Thạnh Tây Thạnh, Tân Phú, TPHCM",43 m²,11.7 m,3.6 m,--,0
1.55 tỷ,"Đường Đại lộ Thăng Long Vân Côn, Hòa Đức, Hà Nội",55 m²,11 m,5 m,--,0
800 triệu,"Đường Lộc Tân, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Đông,1
990 triệu,"Đường Lê Lâm, Phường 6, TP Mỹ Tho, Tiền Giang",75 m²,15 m,5 m,--,0
1.4 tỷ,"Đường Bãi Trường Dương Tơ, Phú Quốc, Kiên Giang",145 m²,24 m,6 m,--,0
1.1 tỷ,"Đường Quốc Lộ 53 Càng Long, huyện Càng Long, Trà Vinh",320 m²,--,--,--,0
1.7 tỷ,"Đường Quốc lộ 18, Xã An Sinh, Thị xã Đông Triều, Quảng Ninh","2,190 m²",136 m,16 m,--,0
6.8 tỷ,"Đường Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hòa, Đồng Nai",84 m²,--,4.2 m,--,0
2 tỷ,"Đường Dương Minh Châu Vĩnh Quang, Rạch Giá, Kiên Giang",122 m²,24.4 m,5 m,--,0
3.5 tỷ,"Đường 87A Yên Bài, Ba Vì, Hà Nội","1,332 m²",37 m,29 m,--,0
439 triệu,"Quốc Lộ 13, Xã Lộc Thiện, Huyện Lộc Ninh, Bình Phước",150 m²,6 m,26 m,--,1
6.34 tỷ,"Đường Quốc lộ 60, Xã Tân Hội, Huyện Mỏ Cày Nam, Bến Tre",745 m²,75 m,10 m,--,0
671 triệu,"Đường 10, Xã Mỹ Đức, Huyện An Lão, TP Hải Phòng",76 m²,16.8 m,4.5 m,--,0
2.84 tỷ,"Đường Tỉnh Lộ 131, Xã Quang Tiến, Huyện Sóc Sơn, TP Hà Nội",107 m²,26 m,4 m,--,0
1.47 tỷ,"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",80 m²,16 m,5 m,--,0
3.5 tỷ,"Đường Quốc Lộ 3 Tiên Dược, Sóc Sơn, Hà Nội",100 m²,24 m,4.1 m,--,0
5.1 tỷ,"Đường Lê Đức Thọ, phường 14, Gò Vấp, TPHCM",61 m²,16 m,4 m,--,0
2.15 tỷ,"Đường D5, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh",92 m²,--,--,--,0
1.05 tỷ,"Đường Phố Yên, Phường Hội Hợp, TP Vĩnh Yên, Vĩnh Phúc",93 m²,--,--,--,0
2.35 tỷ,"Xã Phú Hải, Huyện Phú Vang, Thừa Thiên Huế",150 m²,20 m,7.5 m,Đ.Nam,0
800 triệu,"Đường Lộc Tân, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Bắc,1
6.1 tỷ,"Đường Long Sơn, Xã Long Sơn, Huyện Cần Đước, Long An","1,438 m²",--,--,--,0
1.1 tỷ,"Đường Âu Cơ, Xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng",150 m²,5 m,30 m,--,1
3.8 tỷ,"Đường Quốc lộ 80, xã Hòa Thành, huyện Lai Vung, Đồng Tháp",990 m²,--,--,--,0
15 tỷ,"Đường Nguyễn Thị Minh Khai, Phường 8, Tp. Vũng Tàu, BR-VT",118 m²,23 m,5 m,--,0
1.5 tỷ,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",100 m²,20 m,5 m,--,0
750 triệu,"Đường Hùng Vương, Xã Phú Lộc, Huyện Krong Năng, Đăk Lăk",140 m²,23 m,6 m,--,0
3.2 tỷ,"Đường ngô gia tự Đức Giang, Long Biên, Hà Nội",28 m²,6 m,5 m,--,0
750 triệu,"Đường Hùng Vương, xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",140 m²,23 m,6 m,--,0
14 tỷ,"Đường Quốc lộ 22, xã Phước Thạnh, Huyện Củ Chi, TP. HCM","1,926 m²",50 m,40 m,--,0
800 triệu,"Đường Lộc Tân, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Bắc,1
15.3 tỷ,"Đường Số 11 Bình Thắng, Dĩ An, Bình Dương",300 m²,30 m,10 m,--,0
6 tỷ,"Đường Mậu Lương Kiến Hưng, Hà Đông, Hà Nội",50 m²,12 m,4 m,--,0
21 tỷ,"Xã Vĩnh Thạnh, Huyện Lấp Vò, Đồng Tháp","13,000 m²",100 m,74 m,--,1
5.75 tỷ,"Đường Phú Lãm, Phường Phú Lãm, Quận Hà Đông, TP Hà Nội",50 m²,12 m,4 m,--,0
3.9 tỷ,"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",65 m²,13 m,5 m,--,0
2 tỷ,"Đường 43, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",580 m²,--,--,--,0
2.1 tỷ,"Đường Đại Lộ Bắc Sơn, Xã Long Đức, Huyện Long Thành, Đồng Nai",210 m²,--,--,--,0
2.6 tỷ,"Đường Nguyên Khê, Xã Xuân Nộn, Huyện Đông Anh, TP. Hà Nội",85 m²,17 m,5 m,Nam,1
2.95 tỷ,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, TP Hà Nội",52 m²,3.5 m,15 m,--,0
2 tỷ,"Đường 43 Mộc Châu, huyện Mộc Châu, Sơn La",580 m²,--,--,--,0
350 triệu,"Đường Nam Sông Hậu(Quốc lộ 91C), Thị Trấn Mái Dầm, Huyện Châu Thành, Hậu Giang.",72 m²,16 m,--,--,0
2.04 tỷ,"Đường Liên Hoa 1, Xã Vĩnh Ngọc, TP. Nha Trang, Khánh Hòa",110 m²,22 m,5 m,--,0
3.6 tỷ,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM",60 m²,12 m,5 m,--,0
1.69 tỷ,"Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP. Hồ Chí Minh",85 m²,17 m,5 m,--,0
150 triệu,"Đường Tân Biên Tân Biên, huyện Tân Biên, Tây Ninh",260 m²,42 m,6.2 m,--,0
2.24 tỷ,"Đường Võ Nguyên Giáp Vĩnh Ngọc, Đông Anh, Hà Nội",52 m²,13 m,4 m,--,0
1.39 tỷ,"Đường Mạc Đĩnh Chi, Phường 2, TP. Bảo Lộc, Lâm Đồng",115 m²,23 m,5 m,Bắc,1
1.97 tỷ,"Đường Võ Nguyên Giáp, Xã Vĩnh Ngọc, Huyện Đông Anh, TP Hà Nội",41 m²,10 m,4 m,--,0
1.15 tỷ,"Đường Tỉnh Lộ 131, Thị trấn Sóc Sơn, Huyện Sóc Sơn, TP Hà Nội",46 m²,7.77 m,5.9 m,--,0
1.55 tỷ,"Đường Cao Tốc Thăng Long, Thị trấn Đông Anh, Huyện Đông Anh, TP Hà Nội",86 m²,17 m,5 m,--,0
350 triệu,"Đường Đại Lộ Minh Hưng - Dầu Tiếng, Phường Minh Hưng, Thi Xã Chơn Thành, Bình Phước",500 m²,50 m,10 m,--,0
1.5 tỷ,"Đường 43, Xã Chiềng Sơn, huyện Mộc Châu, Sơn La","4,950 m²",--,--,--,0
650 triệu,"Đường Ấp Hiệu Trị, Xã Bình Nghị, Huyện Gò Công Đông, Tiền Giang",317 m²,50 m,--,--,0
3.1 tỷ,"Đường Quỳnh Xuân Quỳnh Xuân, Hoàng Mai, Nghệ An",152 m²,--,--,--,0
900 triệu,"Xã Ninh Phú, Thị xã Ninh Hòa, Khánh Hòa",108 m²,18 m,5.97 m,T.Bắc,0
2.17 tỷ,"Xã Phù Khê, Thị xã Từ Sơn, Bắc Ninh",228.60 m²,--,--,--,0
2.94 tỷ,"Nguyễn Văn Cừ, Phường Lộc Phát, TP. Bảo Lộc, Lâm Đồng",140 m²,14 m,10 m,Nam,0
1.2 tỷ,"Đường 1/5, phường 1, Bảo Lộc, Lâm Đồng",170 m²,34 m,5 m,--,0
1.15 tỷ,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu, TP. Đà Nẵng",75 m²,17 m,4.49 m,Đ.Bắc,0
899 triệu,"Đường 29, Xã Phú Lộc, Huyện Krong Năng, Đăk Lăk",132 m²,22 m,6 m,--,0
1.2 tỷ,"Đường Quốc Lộ 20, Xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng",174 m²,--,--,--,0
1.89 tỷ,"Đường 1, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",100 m²,20 m,5 m,--,0
569 triệu,"Phường Minh Long, Thị xã Chơn Thành, Bình Phước",250 m²,5 m,50 m,Đông,1
3.9 tỷ,"Đường Hùng Vương, Thị trấn Krông Năng, Huyện Krông Năng, Đắk Lắk",336 m²,56 m,6 m,--,0
19.5 tỷ,"Đường Nguyễn Trãi Nguyễn, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",166 m²,--,--,--,0
810 triệu,"Đường Tỉnh Lộ 2, Thị Trấn Khánh Vĩnh, huyện Khánh Vĩnh, Khánh Hòa",318 m²,53 m,6 m,--,0
1.5 tỷ,"Đường Đạ Sar, Xã Đạ Sar, Huyện Lạc Dương, Lâm Đồng","20,000 m²",--,--,--,0
1.4 tỷ,"Đường Trần Hưng Đạo, phường 6, Mỹ Tho, Tiền Giang",60 m²,13.8 m,3.95 m,--,0
990 triệu,"Đường Lê Lâm, phường 6, Mỹ Tho, Tiền Giang",75 m²,15 m,5 m,--,0
1.23 tỷ,"Đường 1 Diên Lạc, Diên Khánh, Khánh Hòa",100 m²,--,5 m,--,0
3.4 tỷ,"Đường F Phước Long, Nha Trang, Khánh Hòa",72 m²,--,4.5 m,--,0
1.43 tỷ,"Xã Phù Khê, Thị xã Từ Sơn, Bắc Ninh",76.80 m²,--,--,--,0
2.2 tỷ,"Đường Suối Rồng, Phường Ngọc Xuyên, Quận Đồ Sơn, TP Hải Phòng",150 m²,17 m,9 m,--,0
1.8 tỷ,"Đường Trà Khê, Phường Anh Dũng, Quận Dương Kinh, TP Hải Phòng",90 m²,19 m,5 m,--,0
890 triệu,"Đường 2 Diên Sơn, Diên Khánh, Khánh Hòa",91 m²,18 m,5 m,--,0
365 triệu,"Đường Nguyễn Tất Thành Lộc Thiện, Lộc Ninh, Bình Phước",168 m²,28 m,6 m,--,0
570 triệu,"Xã Ninh Thọ, Thị xã Ninh Hòa, Khánh Hòa",75 m²,15 m,5 m,T.Bắc,0
2.4 tỷ,"Đường Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, TP. Hà Nội",50 m²,12.3 m,3.99 m,--,1
671 triệu,"Đường 10 Mỹ Đức, An Lão, Hải Phòng",76 m²,16.5 m,4.6 m,--,0
1.99 tỷ,"Nguyễn Thị Định, Phường Cát Lái, TP. Thủ Đức, TP. Hồ Chí Minh",100 m²,--,--,--,1
1.79 tỷ,"Phường Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh",90 m²,--,--,--,1
1.89 tỷ,"Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP. Hồ Chí Minh",90 m²,--,--,--,0
230 triệu,"Phường Hưng Long, Thị xã Chơn Thành, Bình Phước","3,065 m²",--,--,--,0
795 triệu,"Phường Minh Thành, Thị xã Chơn Thành, Bình Phước","1,000 m²",--,--,--,0
590 triệu,"Phường Long Phước, Thị xã Phước Long, Bình Phước","1,500 m²",--,--,--,0
350 triệu,"Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước","4,500 m²",--,--,--,0
445 triệu,"Phường Minh Long, Thị xã Chơn Thành, Bình Phước","3,600 m²",--,--,--,0
1.7 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",224 m²,--,--,--,0
970 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",125 m²,--,--,--,0
3.5 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",150 m²,--,--,--,0
920 triệu,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",100 m²,--,--,--,0
3.4 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",300 m²,30 m,10 m,--,0
800 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",200 m²,20 m,10 m,--,0
850 triệu,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",300 m²,--,--,--,0
1.39 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",600 m²,--,--,--,0
1.4 tỷ,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",450 m²,25 m,18 m,--,0
790 triệu,"Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",100 m²,5 m,20 m,--,0
490 triệu,"Quốc lộ 14, Xã Minh Lập, Thị xã Chơn Thành, Bình Phước","1,600 m²",12 m,109 m,--,1
1.7 tỷ,"Đường Quốc Lộ 35 Sóc Sơn, huyện Sóc Sơn, Hà Nội",100 m²,20 m,5 m,--,0
6.4 tỷ,"Đường Phố Trạm Long Biên, quận Long Biên, Hà Nội",80 m²,16 m,5 m,--,0
9 tỷ,"Phường Mũi Né, TP. Phan Thiết, Bình Thuận",310 m²,--,--,--,0
2.8 tỷ,"Đường Ba Trại Cửa Dương, Phú Quốc, Kiên Giang","8,390 m²",195 m,36 m,--,0
12.1 tỷ,"Nguyễn Bỉnh Khiêm, Phường 1, Quận Gò Vấp, TP. Hồ Chí Minh",69 m²,16.5 m,4.2 m,--,1
710 triệu,"Thị trấn Bến Cầu, Bến Cầu, Tây Ninh",125 m²,--,--,--,0
1.6 tỷ,"Đường Bắc Thăng Long Hải Bối, Đông Anh, Hà Nội",43 m²,10 m,4.52 m,--,0
3.94 tỷ,"Đường Quốc lộ 27C Diên Lạc, Diên Khánh, Khánh Hòa",328 m²,--,--,--,0
1.2 tỷ,"Đường Ninh Quang-Chợ Mới, Xã Ninh Quang, Thị xã Ninh Hòa, Khánh Hòa",199 m²,28 m,7 m,Tây,0
1.55 tỷ,"Tỉnh lộ 43, Phường Bình Chiểu, TP. Thủ Đức, TP. Hồ Chí Minh",80 m²,16 m,5 m,--,0
1.6 tỷ,"Phường Mũi Né, TP. Phan Thiết, Bình Thuận",140 m²,--,--,--,0
2.25 tỷ,"Phường Quảng Hưng, TP. Thanh Hóa, Thanh Hóa",93 m²,20 m,5 m,T.Nam,1
350 triệu,"Đường Nguyễn Văn Trường Long Tuyền, Bình Thủy, Cần Thơ",45 m²,9.5 m,4.5 m,--,0
3.12 tỷ,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, TP. Hà Nội",58 m²,--,--,--,0
1.6 tỷ,"32, Xã Đức Giang, Huyện Hoài Đức, TP. Hà Nội",105 m²,--,--,--,0
1.6 tỷ,"32, Xã Đức Giang, Huyện Hoài Đức, TP. Hà Nội",105 m²,--,--,--,0
1.23 tỷ,"Đường Đồng Vàng Yên Bình, Thạch Thất, Hà Nội",61 m²,12 m,5 m,--,0
2.25 tỷ,"Đường Nhơn Lý Nhơn Lý, Qui Nhơn, Bình Định",81 m²,--,--,--,0
899 triệu,"Đường ĐT 756, Xã Tân Hưng, Huyện Hớn Quản, Bình Phước",500 m²,50 m,10 m,--,0
365 triệu,"Đường Quốc Lộ 13, xã Lộc Thiện, huyện Lộc Ninh, Bình Phước",170 m²,28 m,6 m,--,0
2.2 tỷ,"Đường Hợp, Phường Hòa Anh Dũng, Quận Dương Kinh, TP.Hải Phòng",65 m²,15 m,5 m,--,0
365 triệu,"Đường Quốc Lộ 13 Lộc Thiện, Lộc Ninh, Bình Phước",170 m²,28 m,6 m,--,0
485 triệu,"Quốc lộ 13, Xã An Khương, Huyện Hớn Quản, Bình Phước",300 m²,30 m,20 m,--,1
2.1 tỷ,"Đường Tỉnh Lộ 296 Đông Xuân, Sóc Sơn, Hà Nội",150 m²,18 m,7.5 m,--,0
1.8 tỷ,"Đường Trà Khê Anh Dũng, Dương Kinh, Hải Phòng",90 m²,19 m,5 m,--,0
2.98 tỷ,"Đường Phú Mỹ, Phường Phú Mỹ, TP Thủ Dầu Một, Tỉnh Bình Dương",120 m²,--,--,--,0
17.5 tỷ,"Đường Quốc Lộ 57 Đa Phước Hội, Mỏ Cày Nam, Bến Tre","1,500 m²",--,--,--,0
4.55 tỷ,"Đường Bàu Cạn Bàu Cạn, Long Thành, Đồng Nai","1,126 m²",--,--,--,0
671 triệu,"Đường 354 Mỹ Đức, An Lão, Hải Phòng",76 m²,16.8 m,4.5 m,--,0
920 triệu,"Đường D8, Phường Tân Định, Thị xã Bến Cát, Bình Dương",120 m²,5 m,24 m,--,1
8.84 tỷ,"Phường Mũi Né, TP. Phan Thiết, Bình Thuận",421 m²,--,--,--,0
4.05 tỷ,"Xã Hưng Long, Huyện Bình Chánh, TP. Hồ Chí Minh",100 m²,20 m,5 m,--,1
3.5 tỷ,"Kênh 10, Xã Tân Nhựt, Huyện Bình Chánh, TP. Hồ Chí Minh","1,000 m²",--,--,--,1
6.8 tỷ,"Đường Quốc Lộ 3, Thị Trấn Sóc Sơn, Huyện Sóc Sơn, TP. HN",523 m²,33 m,13 m,--,0
1.5 tỷ,"Đường Sông Xoài Châu Pha, Xã Châu Pha, Thị xã Phú Mỹ, Bà Rịa - Vũng Tàu",506 m²,24.99 m,19.99 m,--,1
2.2 tỷ,"Đường Suối Rồng, Phường Ngọc Xuyên, Quận Đồ Sơn, TP. HP",126 m²,17 m,9 m,--,0
1.35 tỷ,"Đường Tỉnh Lộ 767 Vĩnh Tân, Vĩnh Cửu, Đồng Nai","1,000 m²",--,--,--,0
2 tỷ,"Đường 43, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",580 m²,--,--,--,0
1.72 tỷ,"Liên Phường, Phường Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh",85 m²,--,--,--,1
1.75 tỷ,"Phường Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh",100 m²,--,--,--,1
300 triệu,"Xã Đồng Tiến, Huyện Đồng Phú, Bình Phước",275 m²,5 m,55 m,Đ.Bắc,1
2.15 tỷ,"Đặng thuỳ trâm , Phường 13, Quận Bình Thạnh, TP. Hồ Chí Minh",105 m²,--,--,--,0
1.5 tỷ,"Đường Quốc lộ 18 An Sinh, Đông Triều, Quảng Ninh","2,190 m²",136 m,16 m,--,0
1.89 tỷ,"Đường số 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh",85 m²,--,--,--,0
1.79 tỷ,"Xã Tân Lân, Huyện Cần Đước, Long An",145 m²,4.5 m,33 m,--,1
370 triệu,"Phường Thành Tâm, Thị xã Chơn Thành, Bình Phước","1,700 m²",65 m,28 m,--,0
400 triệu,"Phường Minh Thành, Thị xã Chơn Thành, Bình Phước","3,600 m²",120 m,30 m,--,0
